P_plan_kWh,P_em_kWh,E_bat_kWh
593.7661332764295,0.0,10800.0
596.6845332646787,0.0,10800.0
607.2459142543455,0.0,10800.0
606.021858335162,0.0,10800.0
616.3248179890509,0.0,10800.0
634.2252398902772,0.0,10800.0
641.0810828089382,0.0,10800.0
54.71992411492761,0.0,10358.802489757327
646.8020270516699,0.0,10539.45231410383
640.191692022473,0.0,10691.035136924056
638.6554478358541,0.0,10800.0
1478.1396541693766,0.0,10800.0
649.0827099706628,0.0,10800.0
0.0,0.0,10254.932314814814
665.8058769674773,0.0,10401.259604085544
1476.7012225789235,0.0,10800.0
670.9804132232351,0.0,10800.0
682.4236071176898,0.0,10800.0
662.5311475890034,0.0,10800.0
665.94557003392,0.0,10800.0
12.820487501540052,0.0,10259.969060186897
675.7920378488889,0.0,10401.703134250896
675.8681869594449,0.0,10551.764382514397
1530.4136157256657,0.0,10800.0
700.4676955218531,0.0,10800.0
704.4946551122296,0.0,10800.0
716.2826257924299,0.0,10800.0
716.0543352995878,0.0,10800.0
701.4845386378629,0.0,10800.0
692.4868314057142,0.0,10800.0
708.574309506394,0.0,10800.0
730.326681531116,0.0,10800.0
722.6647927048402,0.0,10800.0
698.5214075749018,0.0,10800.0
779.1253778017096,0.0,10800.0
909.86160087692,0.0,10800.0
84.81320863582337,0.0,10299.584472558323
902.5046851158301,0.0,10631.81888916257
915.4948917462509,0.0,10800.0
909.7960542953666,0.0,10800.0
897.8882105241535,0.0,10800.0
870.2909955265573,0.0,10800.0
827.0196199336197,0.0,10800.0
788.3399266322878,0.0,10800.0
733.7235808032685,0.0,10800.0
646.4685017638094,0.0,10800.0
363.04929155384644,0.0,10800.0
75.01376474394768,0.0,10550.10094230809
31.013732884846224,0.0,10359.86483069866
0.0,0.0,10215.65083069866
0.0,0.0,10119.779071439401
0.0,0.0,10079.81334921718
0.0,0.0,10010.420089957921
0.0,0.0,9882.446015883846
0.0,0.0,9831.53033069866
0.0,0.0,9859.75478069866
0.0,0.0,9915.28553069866
0.0,0.0,10009.88283569866
374.09461274764044,0.0,10499.745512171536
317.8158216300561,0.0,10800.0
278.0313666690041,0.0,10800.0
241.30542425610787,0.0,10800.0
210.36125710089595,0.0,10800.0
199.50263953161084,0.0,10800.0
176.78330331715944,0.0,10800.0
976.4476705676418,0.0,10800.0
965.088964995357,0.0,10800.0
966.6659163254956,0.0,10800.0
964.744051545351,0.0,10800.0
948.0705268879065,0.0,10800.0
907.4812566887285,0.0,10800.0
867.1243777091573,0.0,10800.0
867.9424746761598,0.0,10800.0
880.9893937821599,0.0,10800.0
883.8393429978312,0.0,10800.0
885.3285402724747,0.0,10800.0
923.2147111757076,0.0,10800.0
137.55060365628034,0.0,10800.0
131.84874592282657,0.0,10800.0
129.94401183136648,0.0,10800.0
152.34975927638465,0.0,10800.0
274.8105208767794,0.0,10800.0
187.20284020873726,0.0,10800.0
0.0,0.0,10800.0
0.0,0.0,10800.0
0.0,0.0,10800.0
0.0,0.0,10800.0
0.0,0.0,10800.0
405.09921632890814,0.0,10800.0
1290.5789297940473,0.0,10800.0
1308.2197743616166,0.0,10800.0
511.51052515840024,0.0,10800.0
579.0992873501402,0.0,10800.0
635.7099163250246,0.0,10800.0
828.3618622103315,0.0,10800.0
721.3973438360251,0.0,10800.0
764.9921398884321,0.0,10800.0
807.2885577324579,0.0,10800.0
850.2555892306711,0.0,10800.0
900.9270109591486,0.0,10800.0
952.6430487599519,0.0,10800.0
997.7840789201174,0.0,10800.0
1029.5815257231698,0.0,10800.0
1035.4203599945236,0.0,10800.0
1054.1915288956088,0.0,10800.0
1086.5833173688627,0.0,10800.0
955.2328340955378,0.0,10800.0
740.0565060808063,0.0,10800.0
0.0,0.0,10295.4055
0.0,0.0,9770.66625925926
0.0,0.0,9266.034777777779
0.0,0.0,8801.176296296297
732.3286118583175,0.0,9087.598036968782
0.0,0.0,8607.444333265079
0.0,0.0,8136.317536968782
0.0,0.0,7644.748129561375
0.0,0.0,7107.251833265079
749.3578286648483,0.0,7348.607859063442
740.6185507395263,0.0,7614.875214729016
727.233530096757,0.0,7893.099891816098
582.2854777833777,0.0,8024.090356821138
0.0,0.0,7521.092745710027
0.0,0.0,7021.127930895213
0.0,0.0,6515.498264228546
734.9997033378536,0.0,6768.386867232614
740.4769072162895,0.0,7021.351583727275
732.9442304812388,0.0,7233.32270116039
724.4016172866563,0.0,7432.3293367183815
739.2666613562797,0.0,7667.868331939033
778.0335901860063,0.0,7936.876208106439
716.0739900135081,0.0,8176.1591091185965
1382.2113388567298,0.0,8926.159109118596
1395.413697115647,0.0,9676.159109118596
1396.4149401649938,0.0,10426.159109118596
1386.8267775906447,0.0,10800.0
574.0241332517082,0.0,10800.0
581.2392619414644,0.0,10800.0
568.9851226465206,0.0,10800.0
579.5319268123956,0.0,10800.0
595.7608963227419,0.0,10800.0
603.2736921205494,0.0,10800.0
605.4261435353037,0.0,10800.0
597.0199807482165,0.0,10800.0
0.0,0.0,10154.64074074074
594.0167655453579,0.0,10149.477091346695
597.7418635846782,0.0,10163.883733572906
608.9494174200611,0.0,10185.80420925096
606.2941018628114,0.0,10203.976320927492
615.9676308350593,0.0,10229.870008679045
635.6139946844447,0.0,10265.456603895045
546.9860753703156,0.0,10193.158002454655
644.4124520124939,0.0,10234.637339265899
1480.2547271894773,0.0,10800.0
640.5427305496157,0.0,10800.0
639.8432919056437,0.0,10800.0
646.2978882680128,0.0,10800.0
648.8682851651172,0.0,10800.0
658.5162440850784,0.0,10800.0
665.8015124106178,0.0,10800.0
663.5182145280342,0.0,10800.0
671.8601095636977,0.0,10800.0
683.2670492007766,0.0,10800.0
664.2466065562623,0.0,10800.0
667.1913412462613,0.0,10800.0
687.9511528639646,0.0,10800.0
0.8523342366400659,0.0,10059.572630633304
675.8845319104157,0.0,10075.168759352679
698.2342466295655,0.0,10129.690081319288
701.8720972322504,0.0,10188.385843828313
705.086893722827,0.0,10241.648048178857
716.453219148189,0.0,10298.787445412227
716.2149366845189,0.0,10352.750953428294
701.4503216953885,0.0,10385.207852954145
692.0653771419416,0.0,10395.136692381893
709.5571566896007,0.0,10411.819443402534
731.6257636272551,0.0,10458.984660667064
723.6185264111106,0.0,10527.089334437063
1531.78195873573,0.0,10800.0
778.9590292924909,0.0,10800.0
910.198451201311,0.0,10800.0
918.4918810490673,0.0,10800.0
902.9760611894236,0.0,10800.0
916.3007948014226,0.0,10800.0
199.47143221790776,0.0,10048.28785061249
897.3617859995802,0.0,10104.635458012113
867.8651882201314,0.0,10194.585002410231
822.7687037732499,0.0,10273.129550806156
784.7115956513254,0.0,10341.563266892348
730.6696319774544,0.0,10408.246935672058
1476.1534491668583,0.0,10800.0
728.3027774936483,0.0,10800.0
70.61364858255668,0.0,9977.182757684322
26.3292104264868,0.0,9092.18038038042
0.0,0.0,8248.984972973012
0.0,0.0,7479.466917417457
0.0,0.0,6768.214139639679
0.0,0.0,6117.009361861901
0.0,0.0,5537.895010010049
0.0,0.0,5032.518528528568
0.0,0.0,4572.75901001005
0.0,0.0,4156.889565565605
0.0,0.0,3835.808769269309
0.0,0.0,3578.6916581581977
0.0,0.0,3331.62175075079
0.0,0.0,3097.4444914915307
0.0,0.0,2884.074176676716
216.71113473575818,0.0,2930.5466979388984
205.87771892521766,0.0,3001.8888599715942
177.81338614508962,0.0,3072.100682502175
974.2102543397154,0.0,3822.100682502175
971.3795310895364,0.0,4572.100682502175
971.0908370580074,0.0,5322.100682502175
956.4857579801326,0.0,6072.100682502175
939.7880859642512,0.0,6822.100682502175
905.2901110865532,0.0,7572.100682502175
868.8511881878436,0.0,8322.100682502176
868.2095519132852,0.0,9072.100682502176
882.2494429084823,0.0,9822.100682502176
889.8457763910267,0.0,10572.100682502176
893.4115382188722,0.0,10800.0
932.0136270908422,0.0,10800.0
147.2548684696497,0.0,10800.0
0.0,0.0,10749.477962962963
138.1866114974291,0.0,10800.0
157.66154097196525,0.0,10800.0
0.0,0.0,10712.819907407407
0.0,0.0,10595.81974074074
75.44902414791005,0.0,10568.694582386566
0.0,0.0,10406.216730534714
0.0,0.0,10183.490563868047
0.0,0.0,9927.82713794212
0.0,0.0,9646.727304608787
413.5082747188006,0.0,9743.379046855707
1292.3422205167435,0.0,10493.379046855707
1310.863761414594,0.0,10800.0
1348.2935254781464,0.0,10800.0
580.7559758965465,0.0,10800.0
639.4127062349527,0.0,10800.0
683.4697163735382,0.0,10800.0
720.3630975285864,0.0,10800.0
763.277054871412,0.0,10800.0
804.8457717808262,0.0,10800.0
846.184553183911,0.0,10800.0
896.3962573353676,0.0,10800.0
948.7111755759697,0.0,10800.0
994.911075847428,0.0,10800.0
1028.7536752447259,0.0,10800.0
1035.690628890908,0.0,10800.0
1054.3430486060902,0.0,10800.0
1086.6177914835766,0.0,10800.0
955.383604348729,0.0,10800.0
0.0,0.0,10044.025925925926
0.0,0.0,9285.614759259259
603.8702342504419,0.0,9128.340667685676
0.0,0.0,8289.144371389379
0.0,0.0,7450.697204722712
732.0653769839389,0.0,7444.696512482644
0.0,0.0,6643.998364334496
0.0,0.0,5828.284142112274
0.0,0.0,5029.614105075237
0.0,0.0,4264.775216186348
0.0,0.0,3470.5464013715336
740.7732235828535,0.0,3484.909237596102
728.2767379852521,0.0,3505.5748017828287
0.0,0.0,2711.848301782829
736.5609468673625,0.0,2738.2947089634554
733.598023955511,0.0,2777.7849305234154
0.0,0.0,1983.2126897826747
735.3478337918878,0.0,1997.7148251953736
739.5619012080025,0.0,2037.5235362825758
732.8733566592506,0.0,2065.6950572759015
723.8883286574635,0.0,2080.262333067619
738.7141128125634,0.0,2108.187034598926
778.0836036660817,0.0,2162.0006028983994
716.1618415100031,0.0,2209.210410257402
588.5630945571716,0.0,2228.8406953588565
1395.624646162314,0.0,2978.8406953588565
563.3015591709543,0.0,3000.766263612715
553.6020905133482,0.0,3011.5711450747285
573.9784311695337,0.0,3036.256133127309
581.2642911146932,0.0,3069.847365130533
1402.5551198634153,0.0,3819.847365130533
634.8989574028005,0.0,3890.1845467930534
595.8366946559055,0.0,3920.2518919833683
1436.583355810123,0.0,4670.251891983368
606.1372081709311,0.0,4732.342254337206
596.2456649597123,0.0,4761.520447800947
599.3594456473569,0.0,4768.704948883568
593.068070296438,0.0,4804.574827150363
1426.486865352063,0.0,5554.574827150363
1439.391661549244,0.0,6301.369322544682
606.0185149132337,0.0,6313.610115966592
